"pvalue","feature_id","padj"
0.00691343969345301,NA,0.0255236719493427
0.073995921667744,NA,0.137133580840241
0.143269131538917,NA,0.210436165249635
0.165474974264905,NA,0.233511172361426
0.0196602223791976,"BENZOYLARGININE NITROANILIDE",0.0545632851514313
0.332256497372915,"Diphenhydramine N-glucuronide",0.396732845639337
0.984329496130514,NA,0.984329496130514
0.0730245370234514,NA,0.136645914484979
0.121433610433231,"Conglobatin E",0.190998850843036
0.080013897399677,NA,0.145731978463945
0.126019440395937,NA,0.196509766644807
0.799179610355948,NA,0.83080620072011
0.00560607733217431,NA,0.0216324904964692
0.30760269279548,NA,0.3738303188244
0.00543556457834917,NA,0.0211669525299904
0.000395691372358799,NA,0.00342097730786152
0.143157526369724,NA,0.210436165249635
0.178535919541609,NA,0.246842172159756
0.000121447952798063,NA,0.00166495758920086
0.316917495990944,"Metatacarboline E",0.381754232384154
0.109638156032429,NA,0.179147907297365
0.000947237727871011,NA,0.00562576841857305
0.00156834727358092,NA,0.00863855796657878
0.0908149276398826,NA,0.157712104866121
0.228971723362661,NA,0.297314994404368
1.46238338956394e-06,"a-L-Fucopyranosyl-(1->2)-b-D-galactopyranosyl-(1->2)-D-xylose",0.000105486080205762
0.00232699717983425,"Merochlorin D",0.0116863167193147
0.0858374127299426,NA,0.1527146382806
0.0298589838665243,NA,0.0741588581121313
0.0426182788752988,NA,0.09389769184461
0.206557136684652,NA,0.276624557560034
0.0251659961464464,"Cholesterol sulfate",0.0661091360308574
0.0536881115406274,NA,0.10945964233507
0.725014579392333,NA,0.766540182236786
0.00660726192217083,NA,0.0247953840266081
0.00170718468494635,NA,0.00932805711854688
0.164877179260533,NA,0.233149303177938
0.0411893992221027,NA,0.0918633093903757
0.0582385863307426,NA,0.11630688439736
0.0704001199993516,NA,0.133194686868579
0.00193425596156546,NA,0.0102114299784221
0.0395204558577492,"Tjipanazole E",0.0896759845542947
0.000870661823432863,NA,0.00530948236968433
0.0143227147907793,NA,0.0436714919736708
0.000770604513043711,NA,0.00482865029732894
0.0269503821839094,NA,0.0682889356119662
0.0143125892213178,"7,8,4'-Trihydroxy-3',5'-dimethoxyflavanone 4'-O-glucoside",0.0436714919736708
0.000233810828483922,NA,0.00238347456499282
0.190112387636379,"Vincosamide",0.259607501452402
0.264235813250137,"pfosa",0.332976126291224
0.218917162589144,"Maculalactone F",0.286987374373101
0.0574806564806923,"Adefovir Dipivoxil",0.11546849522445
