"logFC","pvalue","feature_id","padj","significance","clean_name"
2.23523947278202,0.00885289449813875,"2-Methylsuccinic acid",0.0738634748823663,"Not Significant","2-Methylsuccinic acid"
-1.41311024411977,0.00999555031672765,"Pseudouridine",0.0784708145554596,"Not Significant","Pseudouridine"
-3.176587074125,0.0103530594662493,"6-Chloro-5-methyl-1H-1,2,3-benzotriazole",0.0794749296518848,"Not Significant","6-Chloro-5-methyl-1H-1,2,3-benzotriazole"
0.0307521910100612,0.928311787877709,"Uridine 5'-diphosphoglucuronic acid",0.944084945445656,"Not Significant","Uridine 5'-diphosphoglucuronic acid"
0.719794879988686,0.103766499276983,"Phosphoric acid",0.230105581188894,"Not Significant","Phosphoric acid"
0.0877848747175434,0.618365297044266,"Cyclic ADP-ribose",0.691977740865272,"Not Significant","Cyclic ADP-ribose"
-0.21845597458228,0.267104175395544,"UDP-N-acetylglucosamine",0.380066982906575,"Not Significant","UDP-N-acetylglucosamine"
0.504879478178497,0.119561303093924,"3-Aminosalicylic acid",0.246708066504985,"Not Significant","3-Aminosalicylic acid"
1.77477913652522,0.00562429174537872,"D-ribose 5-phosphate",0.0649062594282667,"Not Significant","D-ribose 5-phosphate"
0.318293693547732,0.0730578263365563,"2,4-Dinitrophenol",0.185496265382409,"Not Significant","2,4-Dinitrophenol"
-3.65956644187675,0.00510670022601451,"DL-Alanine",0.0640656329622208,"Not Significant","DL-Alanine"
0.436122238995687,0.290567812949452,"Phosphite",0.397540927960776,"Not Significant","Phosphite"
2.94527276205854,0.044387188138065,"Perchloric acid",0.149342115755165,"Not Significant","Perchloric acid"
-0.337286963226586,0.675922171245151,"Trifluoroacetic acid",0.744604585420061,"Not Significant","Trifluoroacetic acid"
2.25361698511006,0.0706381483268523,"Glutaconic acid",0.183580425015628,"Not Significant","Glutaconic acid"
-0.567554849657238,0.658903313248229,"Oxoglutaric acid",0.729385677388234,"Not Significant","Oxoglutaric acid"
-1.74772094027987,0.0506965285880922,"Allantoin",0.158108351715374,"Not Significant","Allantoin"
0.533248749329314,0.13927649929994,"Arabinonic acid",0.260618764443449,"Not Significant","Arabinonic acid"
-1.61517087303564,0.0498737831171271,"cis-Aconitic acid",0.156976008612893,"Not Significant","cis-Aconitic acid"
-2.56378989855039,0.0181534881315787,"Phenol sulphate",0.0989128530404346,"Not Significant","Phenol sulphate"
-0.732953756147381,0.393112949269962,"N-Acetyl-L-aspartic acid",0.493819336529672,"Not Significant","N-Acetyl-L-aspartic acid"
0.713126541091152,0.110723592128284,"Pyrophosphate",0.239111755718064,"Not Significant","Pyrophosphate"
-1.69263865537314,0.0241611006008523,"Meglumine",0.109158924226826,"Not Significant","Meglumine"
-0.332828198462574,0.757156775768351,"Dibenzothiophene 5-oxide",0.808028246640287,"Not Significant","Dibenzothiophene 5-oxide"
0.280814334630281,0.745544578770577,"Phenyl sulfoxide",0.800639854245762,"Not Significant","Phenyl sulfoxide"
0.152441652907601,0.177923415992855,"Daucic acid",0.301542662836526,"Not Significant","Daucic acid"
-0.231021139627035,0.785227962822821,"3-Methoxytyrosine",0.834075736559855,"Not Significant","3-Methoxytyrosine"
-1.47671191358126,0.181479749586125,"Ferrocyanide salts",0.304952535520245,"Not Significant","Ferrocyanide salts"
-1.91895609583191,0.0404444250949066,"Glycerylphosphorylethanolamine",0.142389393504233,"Not Significant","Glycerylphosphorylethanolamine"
